guard;line;td
#if SLAPD_OVER_RDNVAL == SLAPD_MOD_DYNAMIC;490;2
#ifdef SLAPD_OVER_VERNUM;2;1
#ifdef SLAP_MOD_ADD_IF_NOT_PRESENT;65;1
#if SLAPD_OVER_VERNUM == SLAPD_MOD_DYNAMIC;326;2
#ifndef SLAPD_OVER_SMBK5PWD;2;1
#ifdef SLAPD_OVER_SMBK5PWD;5;1
#ifdef DO_KRB5;10;1
#ifndef HDB_INTERFACE_VERSION;18;1
#ifdef DO_SAMBA;33;1
#ifdef HAVE_GNUTLS;34;1
#elif HAVE_OPENSSL;37;1
#ifdef DO_SHADOW;51;1
#ifdef DO_KRB5;63;1
#ifdef DO_SAMBA;65;1
#ifdef DO_SHADOW;69;1
#ifdef DO_KRB5;74;1
#ifdef DO_SAMBA;77;1
#ifdef DO_SHADOW;80;1
#ifdef DO_SAMBA;85;1
#ifdef HAVE_OPENSSL;101;1
#ifdef HAVE_OPENSSL;134;1
#elif defined(HAVE_GNUTLS);136;1
#ifdef HAVE_GNUTLS;146;1
#elif defined(HAVE_OPENSSL);160;1
#ifdef HAVE_OPENSSL;175;1
#ifdef HAVE_OPENSSL;180;1
#elif defined(HAVE_GNUTLS);184;1
#ifdef DO_KRB5;190;1
#ifdef DO_KRB5;312;1
#ifdef SLAP_MOD_INTERNAL;367;1
#ifdef SLAP_MOD_INTERNAL;378;1
#ifdef DO_SAMBA;390;1
#ifdef SLAP_MOD_INTERNAL;418;1
#ifdef SLAP_MOD_INTERNAL;440;1
#ifdef SLAP_MOD_INTERNAL;458;1
#ifdef SLAP_MOD_INTERNAL;477;1
#ifdef SLAP_MOD_INTERNAL;497;1
#ifdef DO_SHADOW;506;1
#ifdef SLAP_MOD_INTERNAL;521;1
#ifdef DO_SAMBA;585;1
#ifdef DO_SAMBA;592;1
#ifdef DO_SAMBA;635;1
#ifdef DO_SAMBA;652;1
#ifndef DO_KRB5;678;1
#ifndef DO_SAMBA;687;1
#ifndef DO_SHADOW;696;1
#ifdef DO_KRB5;728;1
#ifdef DO_SAMBA;737;1
#ifdef DO_SHADOW;747;1
#ifdef DO_KRB5;755;1
#ifdef DO_SAMBA;809;1
#ifdef DO_SHADOW;833;1
#ifdef DO_KRB5;905;1
#if SLAPD_OVER_SMBK5PWD == SLAPD_MOD_DYNAMIC;916;2
#ifdef SLAPD_OVER_TRACE;2;1
#if SLAPD_OVER_TRACE == SLAPD_MOD_DYNAMIC;183;2
#ifdef __GNUC__;4;1
# ifdef HAVE_ALLOCA_H;7;1
# ifdef _AIX;10;1
# ifndef alloca;13;1
#ifdef LDAP_DEBUG;4;1
#if defined( HAVE_ASSERT_H ) || defined( STDC_HEADERS );5;2
#if defined(__STDC__) || defined(__cplusplus);12;2
#if !defined( AC_INT4_TYPE );3;1
# if SIZEOF_LONG == 4;4;1
# elif SIZEOF_INT == 4;6;1
# elif SIZEOF_SHORT == 4;8;1
#if !defined( AC_INT2_TYPE );17;1
