guard;line;td
#ifndef CDSWTCH;112;1
#ifndef CERASE2;115;1
#ifndef CSTART;118;1
#ifndef CSTOP;121;1
#ifndef CSUSP;124;1
#ifndef CDSUSP;127;1
#ifdef hpux;130;1
# ifndef CREPRINT;131;1
# ifndef CDISCARD;134;1
# ifndef CLNEXT;137;1
# ifndef CWERASE;140;1
# ifndef CREPRINT;144;1
# ifndef CDISCARD;147;1
# ifndef CLNEXT;150;1
# ifndef CWERASE;153;1
#ifndef CSTATUS;157;1
#ifndef CPAGE;160;1
#ifndef CPGOFF;163;1
#ifndef CKILL2;166;1
#ifndef CBRK;169;1
# ifndef masscomp;170;1
#ifndef CMIN;176;1
#ifndef CTIME;179;1
#if defined(TERMIO) || defined(POSIX);182;2
# if defined(POSIX) && defined(NCCS);183;2
# ifdef NCC;186;1
# ifdef NUMCC;190;1
# ifdef VINTR;191;1
# if NUMCC <= VINTR;192;2
# ifdef VQUIT;196;1
# if NUMCC <= VQUIT;197;2
# ifdef VERASE;201;1
# if NUMCC <= VERASE;202;2
# ifdef VKILL;206;1
# if NUMCC <= VKILL;207;2
# ifdef VEOF;211;1
# if NUMCC <= VEOF;212;2
# ifdef VEOL;216;1
# if NUMCC <= VEOL;217;2
# ifdef VEOL2;221;1
# if NUMCC <= VEOL2;222;2
# ifdef VSWTCH;226;1
# if NUMCC <= VSWTCH;227;2
# ifdef VDSWTCH;231;1
# if NUMCC <= VDSWTCH;232;2
# ifdef VERASE2;236;1
# if NUMCC <= VERASE2;237;2
# ifdef VSTART;241;1
# if NUMCC <= VSTART;242;2
# ifdef VSTOP;246;1
# if NUMCC <= VSTOP;247;2
# ifdef VWERASE;251;1
# if NUMCC <= VWERASE;252;2
# ifdef VSUSP;256;1
# if NUMCC <= VSUSP;257;2
# ifdef VDSUSP;261;1
# if NUMCC <= VDSUSP;262;2
# ifdef VREPRINT;266;1
# if NUMCC <= VREPRINT;267;2
# ifdef VDISCARD;271;1
# if NUMCC <= VDISCARD;272;2
# ifdef VLNEXT;276;1
# if NUMCC <= VLNEXT;277;2
# ifdef VSTATUS;281;1
# if NUMCC <= VSTATUS;282;2
# ifdef VPAGE;286;1
# if NUMCC <= VPAGE;287;2
# ifdef VPGOFF;291;1
# if NUMCC <= VPGOFF;292;2
# ifdef VKILL2;296;1
# if NUMCC <= VKILL2;297;2
# ifdef VBRK;301;1
# if NUMCC <= VBRK;302;2
# ifdef VMIN;306;1
# if NUMCC <= VMIN;307;2
# ifdef VTIME;311;1
# if NUMCC <= VTIME;312;2
#if !defined(lint) && !defined(SCCSID);6;2
