guard;line;td
#ifdef SVN_USE_DOS_PATHS;1041;1
#ifdef SVN_USE_DOS_PATHS;1094;1
#ifdef SVN_USE_DOS_PATHS;1117;1
#ifdef SVN_USE_DOS_PATHS;1125;1
#ifdef SVN_USE_DOS_PATHS;1241;1
#ifdef SVN_USE_DOS_PATHS;1578;1
#ifndef SVN_USE_DOS_PATHS;1630;1
#ifdef __cplusplus;3;1
#ifdef __cplusplus;7;1
#if APR_HAS_DSO;23;1
#ifdef SVN_DEBUG_DSO;38;1
#if !SVN_UNALIGNED_ACCESS_IS_OK;9;1
#ifndef SVN_ERR__TRACING;6;1
#ifdef SVN_DEBUG;13;1
#if defined(SVN_DEBUG);27;1
#if defined(SVN_DEBUG);32;1
#if defined(SVN_DEBUG);59;1
#ifndef SVN_DEBUG;138;1
#if defined(SVN_DEBUG);172;1
#if defined(SVN_DEBUG);183;1
#if defined(SVN_DEBUG);189;1
#if defined(SVN_DEBUG);241;1
#if defined(SVN_DEBUG);253;1
#ifdef SVN_ERR__TRACING;264;1
#ifdef SVN_ERR__TRACING;273;1
#ifdef SVN_DEBUG;316;1
#ifdef SVN_HAVE_GPG_AGENT;15;1
#ifndef WIN32;2;1
#ifndef APR_STATUS_IS_EPERM;5;1
#ifdef EPERM;7;1
#ifdef WIN32;21;1
#if defined(EDEADLK) && APR_HAS_THREADS;43;2
#ifndef WIN32_RETRY_LOOP;48;1
#if defined(WIN32) && !defined(SVN_NO_WIN32_RETRY_LOOP);49;2
#if defined(WIN32) || defined(DARWIN);66;2
#if defined(WIN32) || defined(DARWIN);78;2
#if defined(WIN32) || defined(DARWIN);106;2
#ifdef WIN32;301;1
