branch;line;nd
#if HAVE_LIBCOMPFACE;279;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef __SUNPRO_C;1;1
#ifdef __GNUC__;4;1
#else;6;1
#ifdef HAVE_CONFIG_H;1;1
#if GTK_CHECK_VERSION(2, 12, 0);172;1
#else;174;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef HAVE_CONFIG_H;1;1
#if 0;773;1
#if 0;936;1
#if 0;1128;1
#ifdef HAVE_CONFIG_H;3;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef G_OS_WIN32;295;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef USE_JPILOT;4;2
#ifdef HAVE_CONFIG_H;3;1
#ifdef USE_JPILOT;6;2
#if 0;185;1
#if 0;394;1
#ifdef HAVE_CONFIG_H;1;1
#if USE_THREADS;20;1
#if USE_THREADS;73;1
#if USE_THREADS;138;1
#if USE_THREADS;201;1
#if USE_THREADS;217;1
#if USE_THREADS;227;1
#if USE_THREADS;22;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef G_OS_UNIX;19;1
#if HAVE_LOCALE_H;22;1
#if USE_GPGME;25;1
#if USE_GPGME;65;1
#if USE_SSL;68;1
#ifdef G_OS_WIN32;72;1
#ifdef G_OS_WIN32;80;1
#if USE_THREADS;87;1
#ifdef G_OS_WIN32;107;1
#if defined(G_OS_WIN32) || defined(__APPLE__);113;1
#if !defined(G_OS_WIN32) && !defined(__APPLE__);132;1
#ifdef G_OS_WIN32;150;1
#if USE_THREADS;166;1
#if USE_SSL;185;1
#if defined(G_OS_WIN32) || defined(__APPLE__);201;1
#ifdef G_OS_WIN32;224;1
#else;231;1
#if USE_UPDATE_CHECK;273;1
#if USE_THREADS;278;1
#ifdef G_OS_WIN32;285;1
#ifdef G_OS_WIN32;309;1
#ifdef G_OS_WIN32;313;1
#if defined(G_OS_WIN32) || defined(__APPLE__);342;2
#ifdef G_OS_WIN32;461;1
#else;470;1
#ifdef G_OS_WIN32;476;1
#ifdef G_OS_WIN32;510;1
#ifdef G_OS_WIN32;518;1
#if USE_THREADS;556;2
#if USE_THREADS;588;1
#if USE_THREADS;601;1
#ifdef G_OS_WIN32;605;1
#if !defined(G_OS_WIN32) && !defined(__APPLE__);629;1
#ifdef G_OS_WIN32;669;1
#else;682;1
#if USE_SSL;760;1
#ifdef USE_UPDATE_CHECK_PLUGIN;765;2
#if 0;780;2
#if USE_GPGME;791;2
#if GLIB_CHECK_VERSION(2, 6, 0);894;1
#else;899;1
#ifdef G_OS_WIN32;926;2
#else;1008;1
#if USE_UPDATE_CHECK;1128;2
#ifdef G_OS_WIN32;1158;1
#elif defined(__APPLE__);1163;1
#else;1173;1
#if HAVE_GETUID;1185;1
#else;1187;1
#ifdef G_OS_WIN32;1196;1
#else;1217;1
#ifdef G_OS_WIN32;1289;1
#else;1294;1
#ifndef G_OS_WIN32;1303;1
#ifndef G_OS_WIN32;1314;1
#if USE_THREADS;1345;1
#if USE_THREADS;1352;1
#ifdef G_OS_WIN32;1358;1
#else;1365;1
#if USE_THREADS;1409;1
