feature;sd
HAVE_CHARSET_latin7;8
VKILL;7
SHUT_WR;2
HAVE_CHARSET_macce;4
TABDLY;1
make_atomic_store_body;1
HAVE_INDEX;1
__linux__;9
DISABLE_PSI_STAGE;1
HAVE_CHARSET_gb2312;3
WITH_PARTITION_STORAGE_ENGINE;91
YIELD_LOOPS;1
LOCK_TYPE_MASK;2
HAVE_SYS_SOCKET_H;8
HAS_vsprintf_void;2
THINK_C;1
PAGE_HEADER_PRIV_END;1
HAVE_DIRENT_H;1
YY_LOCATION_PRINT;3
HAVE_CHARSET_utf8mb4;6
INT16_MIN;2
TAOCRYPT_KERNEL_MODE;4
CBRK;1
DBTUP_TAB_DES_MAN_CPP;1
WE_WANT_TO_HANDLE_UNORMALIZED_DATES;1
AC_APPLE_UNIVERSAL_BUILD;2
HAVE_UINT64_T;1
ECHOCTL;2
MYSQL_YACC;1
HAVE_TERMBITS_H;1
HAVE_BROKEN_PTHREAD_COND_TIMEDWAIT;2
malloc;6
UNIV_PFS_RWLOCK;18
NDBJTIE_USE_WRAPPED_VARIANT_FOR_FUNCTION;465
USE_FUTEX;1
HAVE_ALIGNED_MALLOC;3
HAVE_TERM_H;3
DO_NOT_REMOVE_THREAD_WRAPPERS;1
TEST_BASE_STRING;1
MARTIN;19
OXTABS;2
LOCK_WAIT;2
BENCH_BITMASK;1
TARGET_CPU_PPC;1
YY_BUF_SIZE;2
YYFREE;6
HAVE_SYS_MMAN_H;9
DEBUG_OUTPUT;1
EXTRA_DEBUG_DUMP_TABLE_LISTS;1
TEST_ADD_EACH_LOCKS_ROW_MANY_TIMES;2
TAILQ_ENTRY;2
YY_NEED_STRLEN;2
SIGUSR2;1
VQUIT;6
DBUG_PAGE_MAP;5
DISABLE_GRANT_OPTIONS;3
HAVE_SIGTHREADMASK;1
DO_BLOWFISH_ASM;3
DBTUP_C;1
_WIN64;17
HOST_NAME_MAX;1
my_socket_defined;1
FRIEND_OF_GROUP_CACHE;1
Z_BUFSIZE;1
HAVE_READDIR_R;6
HAVE_GETWD;2
BRKINT;1
__BIG_ENDIAN__;2
HAVE_PSI_TABLE_INTERFACE;20
WITH_NDB_BINLOG;1
NDB_WIN;22
ENOLINK;1
Flt_Rounds;1
WINAUTH_USE_DBUG_LIB;3
O_SYNC;4
SIGTTOU;2
CSTOPB;1
UNIV_ZIP_DEBUG;67
strmov;3
APSTUDIO_READONLY_SYMBOLS;1
FAST;1
HAVE_PTHREAD_SELF;1
FAR;3
NOT_YET;9
HAVE_THR_SETCONCURRENCY;3
TIOCGSIZE;1
ERROR_INSERT_CODE;1
NDB_EVENT_VERIFY_SIZE;3
HAVE_IPV6;6
SIGALRM;2
uint8_t;1
__64BIT__;4
NON_ERROR_GTID;2
OS2;4
CLNEXT;2
USE_MB_IDENT;7
SIGHUP;3
_LARGEFILE64_SOURCE;2
OLD_VERSION;1
__dest_os;1
SA_RESETHAND;1
MEM_AREA_FREE;2
MY_ALIGNED;2
DATA_ROW_ID;2
HAVE_SELECT;4
USE_INTERNAL_CTYPE;2
USHRT_MAX;3
MYSQL_DYNAMIC_PLUGIN;11
TEST;5
strtok_r;1
HAVE_PRINTSTACK;2
USE_MUTEX_INSTEAD_OF_RW_LOCKS;1
HAVE_DLERROR;1
__be_os;1
DEBUG_UNHANDLED_EXCEPTION_FILTER;2
HAVE_SOCKADDR_IN6_SIN6_LEN;1
HAVE_OPENSSL_APPLINK_C;1
NOT_PACKED_DATABASES;1
ECHOPRT;1
REDEBUG;6
SSE2_INTRINSICS_AVAILABLE;11
MYSQL_PLUGIN_IMPORT;2
YYSTACK_USE_ALLOCA;6
DECIMAL_NOT_SPECIFIED;1
HAVE_WINDOWS_ATOMICS;3
TEST_NDBGETINADDR;1
DEBUG;44
PAGE_CUR_LE_OR_EXTENDS;9
NDB_WITHOUT_ONLINE_ALTER;6
sun;1
HAVE_PTHREAD_KILL;2
UNDEF_HAVE_INITGROUPS;1
uint32_t;1
ICRNL;1
NDB_SHM_TRANSPORTER;18
__BUILTIN_VA_ARG_INCR;3
__STDC_LIMIT_MACROS;2
longlong10_to_str;1
DISCRETE_INTERVAL_LIST_HAS_MAX_ONE_ELEMENT;2
HAVE_CHARSET_big5;3
DO_MD5_ASM;2
NDBMT_RAND_YIELD;1
TEST_RESUME;2
HAS_sprintf_void;2
__50SERIES;1
MAX_STARTPHASE;1
INADDR_NONE;3
MY_TEST_UTF8;1
HAVE_LIBWRAP;6
__SunOS_5_7;8
HAVE_TERMIOS_H;8
YYSIZE_T;6
local;1
HAVE_GCOV;3
HAVE_SYS_MALLOC_H;1
_keycache_h;1
HAVE_GETNAMEINFO;2
GWINSZ_IN_SYS_IOCTL;3
ICANON;1
__NBM_SZ;1
SIGNAL_WITH_VIO_SHUTDOWN;11
HAVE_GETGID;1
HAVE_TIMERCLEAR;1
ndb_classical_lhdistrbits;1
__INTEL__;1
VMS_DATA_SIZE;1
THREAD_SPECIFIC_SIGPIPE;1
YYSTYPE_IS_DECLARED;6
HAVE_EVENT_PORTS;2
DEBUG_EDIT;8
DBTUP_SCAN_CPP;1
YYTYPE_UINT8;3
USE_MB;35
NEW_HASH_FUNCTION;1
HAVE_SIGSET;1
CSTART;1
yytext_ptr;2
_some_old_compiler_that_does_not_understand_the_construct_below_;1
GETARGMANDOC;2
__win32_os;1
