feature;sd
INADDR_NONE;5
PHP_STREAMS_H;1
LOG_LOCAL6;1
ECHILD;1
FREETYPE_MINOR;2
LIBXML2_NEW_BUFFER;4
HAVE_TERMIOS_H;1
YYSIZE_T;4
CRYPT_R_GNU_SOURCE;1
RE_NREGS;1
SI_KERNEL;1
EXDEV;2
HAVE_GCOV;2
HAVE__CONTROLFP;1
HAVE_GETGROUPS;4
COMPILE_DL_HASH;11
HAVE_GETNAMEINFO;1
CRNCYSTR;2
PM_STR;2
GWINSZ_IN_SYS_IOCTL;1
PHP_OUTPUT_NEWAPI;3
UBYTES;1
HAVE_CRYPT_R;1
HAVE__CONTROLFP_S;1
float8get;1
HAVE_FPM_LQ;15
ENOTTY;1
ESC_n;1
ER_WARN_TOO_FEW_RECORDS;1
HAVE_KQUEUE;3
PDO_MYSQL_HAS_CHARSET;1
ER_TOO_MANY_KEYS;1
FPE_FLTRES;1
TCL_UTF_MAX;1
YYSTYPE_IS_DECLARED;5
SI_SIGIO;1
CUSTOM_SUBJECT_PTR;1
SIGCLD;1
PHP_HASH_MD5_NOT_IN_CORE;4
YYTYPE_UINT8;2
HAVE_LQ_TCP_INFO;2
DLSYM_NEEDS_UNDERSCORE;1
HAVE_SA_SS_FAMILY;1
EMEDIUMTYPE;1
Z_SET_REFCOUNT_P;1
ER_TABLEACCESS_DENIED_ERROR;1
D_FMT;2
PCRE_SPTR;1
HAVE_ASSERT_H;1
ER_NO_DEFAULT;1
__amd64__;1
ZEND_GOTO;1
BF_ASM;2
HTTP_PARSER_STRICT;1
si_utime;1
USE_WORD_BEGIN_END;4
ZEND_MMAP_AHEAD;2
HAVE_ARPA_NAMESER_H;1
HAVE_SHUTDOWN_SNMP_LOGGING;1
ER_DUP_KEY;1
HAVE_CONFIG_H;358
CCLIENTVERSION;1
ER_BLOBS_AND_NO_TERMINATED;1
SIGPROF;2
DNS_T_ANY;1
USE_SHM;3
POLL_MSG;1
HAVE_CREDITS_DEFS;2
ER_XAER_INVAL;1
_POSIX2_RE_DUP_MAX;1
DEBUG_I00AFUNC;3
SO_REUSEPORT;1
||;1
HAVE_DAYLIGHT;1
HAVE_RANDOM;2
ER_WRONG_SUM_SELECT;1
RND_PRODQUOT;2
COMPILE_PCRE32;71
IPPROTO_IP;1
HAVE_XPM;1
ER_NONEXISTING_PROC_GRANT;1
IPPROTO_RAW;1
notyet;1
HAVE_PS_STRINGS;2
CWD_EXPORTS;1
EHOSTDOWN;1
MSG_CONFIRM;1
SIGBUS;2
HAVE_SNMP;2
METADATALENGTH;1
ENOTEMPTY;1
ALT_DIGITS;2
inline;4
BUS_ADRALN;1
TRAP_BRKPT;1
BSD;2
HAVE_LSQRT;1
PHP_CAN_SUPPORT_PROC_OPEN;4
HAVE_INET_NTOP;8
SJISPRE;3
SUPPORT_UTF8;2
min;2
UINT16_C;1
i386;3
UCD_BLOCK_SIZE;1
USE_BREAKITERATOR_POINTER;1
MSG_EXCEPT;1
_ZIP_COMPILING_DEPRECATED;1
HAVE_UINT32;1
ONIG_ENCODING_ISO_8859_4;1
PCRE_EXP_DATA_DEFN;1
WITH_ZEUS;10
PS_USE_NONE;2
OCI_OBJECT;1
WTERMSIG;1
HAVE__STRICMP;1
COMPILE_DL_CALENDAR;1
ER_NET_READ_ERROR;1
NOTDEF;1
COMPILE_DL_ODBC;2
ENAMETOOLONG;2
ALIGN_SIZE;1
COMPILE_DL_MYSQLND;1
INT_CURR_SYMBOL;2
HAVE_STRUCT_TM_TM_GMTOFF;1
HAVE_ATTRIBUTE_ALIGNED;2
_ALPHA;2
SQLHENV;2
YYSTYPE;6
PT_ATTACH;1
ZEND_FAST_CALL;2
POSIX_TEST;16
HAVE_LIBEXPAT;4
ER_TOO_BIG_SCALE;1
PHP_MD5_CRYPT;2
ERROR;1
DBA_DB3;4
HAVE_BROKEN_RECODE;1
DAY_1;2
MISSING_FCLOSE_DECL;1
RAND_MAX;1
_REGEX_H_;2
MIN;12
DB2CLI_VER;5
OPENSSL_NO_SSL2;5
HAVE_SYS_VFS_H;1
HAVE_U_INT64_T;1
ER_CONNECT_TO_MASTER;1
NEED_CACHE;1
Pike_error;1
HAVE_LCHOWN;12
STAS_0;2
SQLITE_HAS_CODEC;2
MISSING_LOCALTIME_R_DECL;1
ER_TOO_LONG_IDENT;1
PHP_ZIP_EXPORTS;1
HAVE_DNS_SEARCH_FUNC;6
HASH_LOG;3
ONIG_ENCODING_EUC_TW;1
HAVE_ODBCSDK_H;1
P_SIGN_POSN;2
HAVE_GETADDRINFO;11
__PTRDIFF_TYPE__;1
sprintf;1
HAVE_DEVPOLL;3
ENOSR;1
MYSQLND_COMPRESSION_ENABLED;11
TESTGETOPT;2
MON_1;2
ER_NET_PACKET_TOO_LARGE;1
HAVE_RES_SEARCH;2
ELOOP;2
EADV;1
DEBUG_FILE_UPLOAD;8
strlcat;1
RADIXCHAR;2
PHP_SHA512_CRYPT;2
EACCES;2
PHP_BLOWFISH_CRYPT;1
HAVE_ROXEN;1
