branch;line;nd
#ifdef STARTUP_TIMER;123;1
#ifdef STARTUP_TIMER;140;1
#ifdef STARTUP_TIMER;331;1
#ifdef G_OS_WIN32;4;1
#ifdef G_OS_WIN32;13;1
#ifndef GIMP_APP_GLUE_COMPILATION;3;1
#ifdef HAVE_UNISTD_H;5;1
#ifdef __GLIBC__;8;1
#ifdef G_OS_WIN32;13;1
#ifndef GIMP_CONSOLE_COMPILATION;16;1
#ifdef G_OS_WIN32;34;1
#if defined (G_OS_WIN32) && !defined (GIMP_CONSOLE_COMPILATION);66;1
#else;68;1
#if defined (USE_SYSV_SHM) || defined (USE_POSIX_SHM) || defined (G_OS_WIN32);84;1
#else;86;1
#ifdef GIMP_UNSTABLE;92;1
#else;95;1
#if defined (__GNUC__) && defined (_WIN64);242;1
#ifdef G_OS_WIN32;246;2
#ifdef GIMP_UNSTABLE;267;1
#if GLIB_CHECK_VERSION (2, 39, 90);275;2
#else;281;1
#if defined (G_OS_WIN32) && !defined (GIMP_CONSOLE_COMPILATION);310;1
#ifdef GIMP_CONSOLE_COMPILATION;319;1
#if GLIB_CHECK_VERSION (2, 39, 90);326;1
#else;328;1
#ifndef GIMP_CONSOLE_COMPILATION;351;1
#ifdef G_OS_WIN32;388;3
#ifdef GIMP_GLIB_MEM_PROFILER;541;1
#ifdef __GLIBC__;545;1
#ifdef HAVE_BIND_TEXTDOMAIN_CODESET;554;1
#ifdef HAVE_BIND_TEXTDOMAIN_CODESET;558;1
#ifdef HAVE_UNISTD_H;3;1
#ifdef G_OS_WIN32;9;1
#ifdef FANCY_PRESSURE;864;1
#else;895;1
#if 0;18;1
#if 0;324;1
#if 0;553;1
#ifdef VERBOSE;273;1
#ifdef VERBOSE;279;1
#ifdef VERBOSE;293;1
#if 0;314;1
#if 0;340;1
#if 0;44;1
#if 0;3;1
#if defined(sparc) || defined(__sparc__);15;1
#else;26;1
#if defined(sparc) || defined(__sparc__);53;1
#else;68;1
#ifdef HINTS_SANITY;3215;1
#if 0;34;1
#if 0;240;1
#ifndef DEBUG_OUTPUT;263;1
#ifndef DEBUG_OUTPUT;283;1
#ifdef DEBUG_OUTPUT;319;1
#else;321;1
#ifdef DEBUG_OUTPUT;334;1
#else;358;1
#if defined (HAVE_FINITE);41;1
#elif defined (HAVE_ISFINITE);43;1
#elif defined (G_OS_WIN32);45;1
#else;47;1
#if 0;101;1
#if 0;130;1
#if 0;159;1
#if 0;188;1
#ifdef G_OS_WIN32;61;1
#else;66;1
#ifdef G_OS_WIN32;74;1
#else;81;1
#ifdef ENVP_DEBUG;248;1
#ifdef HAVE_UNISTD_H;7;1
#ifdef G_OS_WIN32;13;1
#ifndef _O_BINARY;16;1
#ifdef INTERP_DEBUG;338;1
#ifdef INTERP_DEBUG;397;1
#ifndef _WIN32;2;1
#ifdef HAVE_UNISTD_H;10;1
#ifdef HAVE_SYS_WAIT_H;13;1
#ifdef HAVE_SYS_TIME_H;16;1
#ifdef HAVE_SYS_PARAM_H;19;1
#if defined(G_OS_WIN32) || defined(G_WITH_CYGWIN);23;3
#if !defined(G_OS_WIN32) && !defined (G_WITH_CYGWIN);71;1
#else;73;1
#if defined(G_WITH_CYGWIN);172;1
#ifdef G_OS_WIN32;178;1
#ifndef G_OS_WIN32;303;1
#ifndef G_OS_WIN32;311;1
#else;323;1
#ifdef GIMP_UNSTABLE;376;1
#ifdef GIMP_UNSTABLE;391;1
#ifdef GIMP_UNSTABLE;401;1
#ifdef G_OS_WIN32;419;1
#if !defined(G_OS_WIN32) && !defined (G_WITH_CYGWIN);541;1
#ifndef __YES_I_NEED_GIMP_PLUG_IN_MANAGER_CALL__;3;1
