feature;sd
LOG_LOCAL1;1
HAVE_APU_MEMCACHE;2
YY_NULL;1
APR_USE_POSIXSEM_SERIALIZE;2
ENETUNREACH;1
NEED_ENHANCED_ESCAPES;1
wchar_type;1
SSL_CTX_set_tlsext_status_cb;1
LOG_MAIL;1
ap_get_request_module_loglevel;1
HAVE_OPENSSL;1
WIN32;60
SIGQUIT;1
strchr;1
AP_SERVER_DEVBUILD_BOOLEAN;1
AUTHZ_EXTRA_CONFIGS;1
APLOG_MAX_LOGLEVEL;4
LDAP_INSUFFICIENT_ACCESS;1
AP_HAVE_C99;6
ERROR_INVALID_PARAMETER;1
HAVE_NETINET_IN_H;1
yyoverflow;5
HAVE_SRP;13
OPENSSL_NO_SRP;1
APR_HAS_MMAP;11
LOG_LPR;1
LOG_PRIMASK;1
__MVS__;2
YYPARSE_PARAM;2
PAIRMAX;1
debug;1
yystpcpy;1
__HPUX__;1
MODULE_MAGIC_NUMBER_MAJOR;2
SIGILL;2
ap_strchr;1
YYTOKENTYPE;2
HAVE_TIME_H;2
APR_LDAP_SIZELIMIT;1
DYNAMIC_MODULE_LIMIT;1
AP_RL_DECLARE_STATIC;1
_ALLOCA_H;1
FALSE;1
LDAP_INSUFFICIENT_RIGHTS;1
DEFAULT_THREAD_LIMIT;3
APLOG_TRACE1;1
AP_GID_MIN;2
AP_HOOK_PROBES_ENABLED;1
LOG_LOCAL7;1
APACHE_ARG_MAX;1
MAX_SERVER_LIMIT;3
AP_DEFAULT_MAX_OVERLAPS;1
MC_DEFAULT_SERVER_TTL;1
HEARTBEAT_INTERVAL;1
DBM_SUFFIX;1
APR_HAS_MICROSOFT_LDAPSDK;3
DAV_DEBUG;12
__sparc__;1
LOG_USER;1
DEFAULT_ERRORLOG;3
USE_FLOCK_SERIALIZED_ACCEPT;1
UCHAR;1
sentinel;1
HAVE_KILLPG;1
OPENSSL_FIPS;1
OPENSSL_NO_EC;1
PCRE_ERROR_MATCHLIMIT;1
ap_get_core_module_config;1
DEFAULT_USER;2
CASE_BLIND_FILESYSTEM;10
SSL_CERT_SET_SERVER;1
LOG_DAEMON;1
AP_CORE_DECLARE;1
DB_LOCK;1
__cplusplus;114
OPENSSL_NO_COMP;6
RLIMIT_VMEM;17
AP_SUEXEC_UMASK;2
POSIX_MALLOC_THRESHOLD;1
LDAP_OPT_RESULT_CODE;1
DBD_DECLARE_EXPORT;1
WSAID_GETACCEPTEXSOCKADDRS;1
LDAP_OPT_X_TLS_REQUIRE_CERT;1
AP_PREGSUB_MAXLEN;1
sk_OPENSSL_STRING_pop;1
YYSTACK_ALLOC_MAXIMUM;2
S5EMUL;2
HAVE_UNISTD_H;4
LDAP_SECURITY_ERROR;1
PIPE_BUF;3
PCRE_ERROR_BADUTF8_OFFSET;1
APR_PROCESS_LOCK_IS_GLOBAL;2
