feature;sd
xmlUCSIsThaana;1
xmlTextWriterWritePI;1
xmlXPathCastStringToNumber;1
xmlSaveSetAttrEscape;1
xmlSwitchEncoding;1
xmlExpRef;1
xmlTextReaderSetErrorHandler;1
xmlUCSIsCatS;1
QUALIFIER_FIXED_SIZE;3
ENOENT;1
xmlSchematronFree;1
xmlXPathEvalPredicate;1
nodePush;1
xmlSchemaFree;1
xmlURIEscape;1
htmlNewDocNoDtD;1
xmlDOMWrapAdoptNode;1
DEBUG_THREADS;6
xmlParserInputShrink;1
EFBIG;1
xmlUCSIsHighSurrogates;1
xmlCreateIntSubset;1
_S_ISDIR;1
xmlExpNewRange;1
xmlRelaxNGSetValidStructuredErrors;1
xmlParseDocTypeDecl;1
LIBXML_FASTCALL;1
xmlTextWriterStartDTDAttlist;1
xmlXPathNodeSetAddUnique;1
xmlXPathNextAttribute;1
HAVE_VSPRINTF;1
xmlURIEscapeStr;1
xmlUTF8Strsub;1
xmlCreateEnumeration;1
xmlCreateURI;1
htmlReadFd;1
xmlCatalogCleanup;1
xmlInitCharEncodingHandlers;1
xmlTextReaderByteConsumed;1
xmlCatalogResolveSystem;1
ENOSYS;1
xmlXPathRoundFunction;1
xmlRegisterOutputCallbacks;1
xmlSchemaSetValidOptions;1
xmlSplitQName2;1
xmlXPathEqualValues;1
htmlEntityLookup;1
xmlUCSIsCJKCompatibilityIdeographs;1
xmlBufferCat;1
xmlCatalogFreeLocal;1
HAVE_SYS_TYPES_H;17
xmlStrcat;1
bottom_xmlsave;28
xmlValidateDtdFinal;1
xmlUCSIsVariationSelectors;1
xmlFreeInputStream;1
xmlFreeDocElementContent;1
xmlFreeValidCtxt;1
xmlSchemaCompareValues;1
xmlTextWriterStartDTD;1
htmlNodeDumpFormatOutput;1
HAVE_CTYPE_H;11
DEBUG_COMPACTION;4
InterlockedCompareExchangePointer;1
xmlDumpAttributeDecl;1
DEBUG_TREE;53
xmlGetDtdElementDesc;1
xmlStrVPrintf;1
xmlRegexpExec;1
xmlSchemaFreeValidCtxt;1
xmlUCSIsMiscellaneousMathematicalSymbolsB;1
xmlTextWriterWriteVFormatDTDAttlist;1
DEBUG_REGEXP_GRAPH;16
xmlRelaxNGNewMemParserCtxt;1
xmlCopyPropList;1
xmlXPathCastToBoolean;1
QUALIFIER_VARSIZE;3
xmlXPathNamespaceURIFunction;1
HAVE_STRINGS_H;2
SUN4;1
xmlUCSIsYiRadicals;1
xmlFileRead;1
__CYGWIN__;49
xmlXPathNextNamespace;1
xmlMemDisplayLast;1
__DECCXX;1
O_LARGEFILE;1
xmlXPathFunctionLookupNS;1
EINTR;3
_MSC_VER;26
xmlSchemaSAXUnplug;1
xmlExpExpDerive;1
LIBXML_READER_ENABLED;214
xmlNewDocPI;1
DBL_MANT_DIG;1
xmlModuleSymbol;1
xmlTextReaderConstXmlLang;1
xmlUCSIsLatinExtendedB;1
xmlXIncludeFreeContext;1
xmlMemShow;1
xmlNanoHTTPReturnCode;1
DEBUG_CALLBACKS;6
bottom_xmlunicode;166
xmlXPtrLocationSetRemove;1
xmlTextWriterWriteAttribute;1
htmlCreatePushParserCtxt;1
xmlDocDumpMemory;1
xmlUCSIsCatP;1
htmlParseChunk;1
xmlXPathTrailing;1
xmlTextReaderCurrentNode;1
ENOMEM;1
HAVE_STDINT_H;2
USE_STRNCASECMP;1
LIBXML_DEBUG_RUNTIME;2
xmlNewDocComment;1
xmlFreeNs;1
__STRICT_ANSI__;1
xmlRMutexUnlock;1
xmlRootNode;1
xmlSchemaNewQNameValue;1
htmlInitAutoClose;1
xmlLoadCatalog;1
xmlFindCharEncodingHandler;1
TEST_POINT;1
xmlBufferGrow;1
xmlSchemaSetValidErrors;1
xmlTextWriterEndPI;1
xmlValidateNotationUse;1
xmlRelaxNGValidatePushCData;1
xmlCleanupMemory;1
bottom_xmlIO;55
xmlTextReaderMoveToAttribute;1
xmlCatalogResolvePublic;1
xmlModuleClose;1
xmlBufferWriteQuotedString;1
MEM_LIST;21
xmlXPathFreeNodeSetList;1
xmlXPathPopExternal;1
xmlStringLenGetNodeList;1
xmlDictExists;1
xmlAutomataNewCountTrans;1
xmlListPushFront;1
xmlXPathCeilingFunction;1
xmlUCSIsLetterlikeSymbols;1
xmlDeregisterNodeDefault;1
xmlBoolToText;1
xmlFreeDtd;1
unix;1
TRIO_PUBLIC;2
PY_VERSION_HEX;6
xmlAllocOutputBuffer;1
_AIX;4
xmlRelaxNGCleanupTypes;1
xmlTextReaderConstLocalName;1
xmlDumpEntityDecl;1
xmlUCSIsCatZl;1
xmlTextReaderQuoteChar;1
xmlParseCharEncoding;1
xmlPathToURI;1
SORT_NAME;1
xmlParseAttribute;1
xmlUnlinkNode;1
xmlReaderNewFile;1
IN_LIBXML;11
htmlCtxtUseOptions;1
xmlHashAddEntry;1
xmlSearchNs;1
xmlUCSIsTaiLe;1
xmlCharEncInFunc;1
xmlNanoHTTPMethodRedir;1
htmlSaveFile;1
__linux__;3
xmlDumpEntitiesTable;1
HAVE_LOCALTIME;2
xmlXPtrNewRangeNodeObject;1
__HAIKU__;3
xmlGetDocCompressMode;1
xmlUCSIsLatinExtendedAdditional;1
xmlCatalogIsEmpty;1
HAVE_SYS_SOCKET_H;3
SPECIFIER_USER_DEFINED_BEGIN;1
xmlDictSetLimit;1
xmlParseFile;1
_XOPEN_SOURCE_EXTENDED;1
xmlGetLastChild;1
xmlCtxtGetLastError;1
xmlSetNs;1
xmlUCSIsCombiningDiacriticalMarks;1
xmlStringGetNodeList;1
xmlParseDefaultDecl;1
XP_OPTIMIZED_NON_ELEM_COMPARISON;5
CLOCKS_PER_SEC;2
bottom_buf;4
xmlBufferCreateStatic;1
xmlNoNetExternalEntityLoader;1
xmlUCSIsCat;1
xmlNodeSetBase;1
xmlRegexpCompile;1
SPECIFIER_HEXFLOAT;1
XPATH_STREAMING;10
xmlBufUse;1
xmlXPathTrailingSorted;1
LIBXML_SCHEMATRON_ENABLED;24
xmlUCSIsEthiopic;1
isfinite;1
PY_MAJOR_VERSION;9
xmlGetCharEncodingName;1
htmlAutoCloseTag;1
xmlACatalogResolveSystem;1
xmlIsCombining;1
xmlRegexpIsDeterminist;1
xmlXPathVariableLookup;1
xmlParseName;1
xmlSAX2InitHtmlDefaultSAXHandler;1
xmlUCSIsSuperscriptsandSubscripts;1
HAVE_SYS_MMAN_H;3
xmlParseExternalID;1
xmlFreeMutex;1
xmlLoadACatalog;1
xmlMemUsed;1
htmlAttrAllowed;1
xmlUCSIsLatinExtendedA;1
DEBUG_XPATH;4
xmlRealloc;1
xmlCtxtUseOptions;1
bottom_xpointer;21
macintosh;1
xmlPatternMatch;1
xmlAddElementDecl;1
xmlXPathNextFollowing;1
DEBUG_EVAL_COUNTS;5
xmlNanoHTTPMimeType;1
xmlIsDigit;1
xmlParseEntityDecl;1
LIBXML_C14N_ENABLED;21
bottom_xmlschemas;32
xmlNewTextWriterMemory;1
xmlBufferContent;1
xmlGetDtdQElementDesc;1
xmlAutomataNewAllTrans;1
xmlSAX2HasExternalSubset;1
xmlStopParser;1
TRIO_PLATFORM_VMS;3
xmlSchemaParse;1
FP_PLUS_NORM;1
xmlCheckVersion;1
ENODEV;1
DEBUG_SAX_TREE;15
xmlParserValidityWarning;1
xmlRemoveRef;1
__XML_PARSER_H__;1
xmlDebugDumpString;1
xmlThrDefPedanticParserDefaultValue;1
xmlStreamPop;1
xmlSchemaValidateSetLocator;1
xmlParserHandlePEReference;1
xmlXPtrNewRangePointNode;1
bottom_parser;110
xmlThrDefLineNumbersDefaultValue;1
TRIO_MALLOC;1
htmlSaveFileEnc;1
__STDC_IEC_559__;2
xmlSAX2StartElement;1
xmlNanoFTPCwd;1
xmlModuleOpen;1
xmlCtxtResetPush;1
xmlReaderNewFd;1
xmlThrDefSetStructuredErrorFunc;1
xmlXPathRoot;1
xmlExpNewSeq;1
xmlUCSIsCatLl;1
xmlNodeGetContent;1
xmlLastError;1
xmlUCSIsGothic;1
xmlNanoFTPOpen;1
__Lynx__;2
xmlGenericErrorContext;3
xmlXPathContainsFunction;1
bottom_xinclude;10
xmlShellPwd;1
xmlListWalk;1
xmlTextWriterStartAttribute;1
xmlUCSIsOpticalCharacterRecognition;1
xmlShellLoad;1
LIBXML_PATTERN_ENABLED;62
xmlSaveSetEscape;1
xmlUCSIsMiscellaneousSymbolsandArrows;1
__unix;1
xmlNewDtd;1
DEBUG;83
DEBUG_CONTENT_REGEXP;1
sun;1
xmlTextReaderSchemaValidateCtxt;1
xmlTextReaderRelaxNGValidateCtxt;1
xmlCatalogSetDefaults;1
xmlFreeIDTable;1
