Class,Methods,Over-exposed methods
PropertyControl in freemind::common (Class),5,0
NewMapAction in freemind::modes::common::actions (Class),2,0
XHTMLFilterWriter in freemind::main::XHTMLWriter (Class),5,0
AttributeTableLayoutModel in freemind::modes::attributes (Class),9,1
CommonMouseMotionManager in freemind::modes::common::listeners (Class),5,0
SetAttributeValueActor in freemind::modes::mindmapmode::attributeactors (Class),6,0
ExportPdf in plugins::svg (Class),1,0
anonymous(ActionListener) in plugins::collaboration::database::DatabaseBasics::FormDialog.setUp() (Class),1,0
anonymous(AbstractAction) in freemind::common::OptionalDontShowMeAgainDialog.show() (Class),1,0
ReplaceAllInfo in accessories::plugins::time::TimeList (Class),4,0
SchemeMode in freemind::modes::schememode (Class),10,0
RevertAction in freemind::modes::mindmapmode::actions (Class),9,0
anonymous(ActionListener) in freemind::view::mindmapview::EditNodeWYSIWYG::HTMLDialog.HTMLDialog() (Class),1,0
MapTitleChangeListener in freemind::controller::MapModuleManager (Class),1,0
TextTranslator in freemind::common (Class),1,0
DeleteAttributeAction in freemind::modes::mindmapmode::attributeactors::AssignAttributeDialog (Class),3,0
anonymous(AbstractAction) in plugins::script::ScriptEditorPanel.ScriptEditorPanel() (Class),1,0
ScrollPane in freemind::view::mindmapview::MapView (Class),2,0
ExportWithXSLT in accessories::plugins (Class),17,1
ImportFolderStructureAction in freemind::modes::mindmapmode::actions (Class),5,0
anonymous(ActionListener) in accessories::plugins::dialogs::ManagePatternsPopupDialog.getJContentPane() (Class),1,0
OptionHTMLExportFoldingAction in freemind::controller::Controller (Class),2,0
ToggleAllAction in freemind::modes::mindmapmode::attributeactors::AttributeRegistryTable (Class),2,1
SimpleConditionChangeListener in freemind::controller::filter::FilterComposerDialog (Class),2,0
KeyBinding in freemind::preferences::layout::GrabKeyDialog (Class),2,0
ApplyFormatPlugin in accessories::plugins (Class),2,0
anonymous(Runnable) in freemind::modes::mindmapmode::MindMapMapModel.MindMapMapModel() (Class),1,0
EncryptedBrowseNode in freemind::modes::browsemode (Class),6,1
AttributeRegistryTableModel in freemind::modes::attributes (Class),16,0
ID_BasicState in freemind::modes::LinkRegistryAdapter (Class),2,1
ArrayListTransferHandler in accessories::plugins::dialogs (Class),8,1
anonymous(Runnable) in accessories::plugins::SplitNode.splitNode() (Class),1,0
TextFieldListener in freemind::view::mindmapview::EditNodeTextField.show() (Class),16,0
anonymous(Runnable) in freemind::modes::common::plugins::ReminderHookBase::TimerBlinkTask.run() (Class),1,0
MenuBar in freemind::controller (Class),15,0
anonymous(KeyAdapter) in accessories::plugins::time::TimeList.startupMapHook() (Class),1,0
SouthPanel in accessories::plugins::NodeNoteRegistration (Class),2,1
NewNodeCreator in freemind::modes::mindmapmode::MindMapController (Class),1,0
SplitNode in accessories::plugins (Class),5,0
anonymous(ActionListener) in freemind::view::mindmapview::attributeview::AttributePopupMenu.getOptimalWidth() (Class),1,0
FormularEditor in accessories::plugins (Class),8,0
MindMapFilter in freemind::modes::mindmapmode::MindMapController (Class),3,0
anonymous(AbstractTableModel) in tests::freemind::findreplace::FindTextTests.testFlatNodeTableFilter() (Class),3,0
Closer in freemind::controller::Controller (Class),2,0
ExportToHTMLAction in freemind::modes::mindmapmode::MindMapController (Class),2,0
OptionSelectionMechanismAction in freemind::controller::Controller (Class),4,0
anonymous(Comparator) in accessories::plugins::time::TableSorter.<Initializer>() (Class),1,0
ChoiceEntity in accessories::plugins::FormularEditor (Class),3,0
ReplaceSelectedInfo in accessories::plugins::time::TimeList (Class),4,0
AttributeRenamer in freemind::modes::mindmapmode::attributeactors::MindMapModeAttributeController (Class),2,0
AllDestinationNodesGetter in freemind::extensions::HookInstanciationMethod (Class),4,0
BrowseAction in freemind::controller::printpreview (Class),4,0
anonymous(SingleNodeOperation) in freemind::modes::mindmapmode::actions::SelectAllAction.SelectAllAction() (Class),1,0
SharpLinearEdgeView in freemind::view::mindmapview (Class),3,1
ManagePatterns in accessories::plugins (Class),2,0
anonymous(Runnable) in plugins::collaboration::database::UpdateThread.executeTransaction() (Class),1,0
anonymous(ListSelectionListener) in accessories::plugins::time::TimeList.startupMapHook() (Class),2,0
MindMapNodeModel in freemind::modes::mindmapmode (Class),10,0
anonymous(SingleNodeOperation) in freemind::modes::mindmapmode::actions::NodeBackgroundColorAction::RemoveNodeBackgroundColorAction.RemoveNodeBackgroundColorAction() (Class),1,0
anonymous(ActionListener) in freemind::preferences::layout::OptionPanel::KeyProperty.KeyProperty() (Class),1,0
ErrorHandler in plugins::script::ScriptingEngine (Class),1,0
PropertyAction in freemind::controller::Controller (Class),2,0
DirectHtmlFlavorHandler in freemind::modes::mindmapmode::actions::PasteAction (Class),3,0
NodeNoteViewer in freemind::modes::browsemode (Class),8,0
CommonNodeKeyListener in freemind::modes::common (Class),5,0
anonymous(Comparator) in freemind::modes::mindmapmode::actions::NodeUpAction._moveNodes() (Class),1,0
anonymous(Runnable) in freemind::modes::common::listeners::CommonNodeMouseMotionListener::timeDelayedSelection.run() (Class),1,0
JoinNodesAction in freemind::modes::mindmapmode::actions (Class),5,0
ScriptEditorPanel in plugins::script (Class),9,0
Mode in freemind::modes (Class),8,0
FreeMindSplashModern in freemind::main (Class),5,0
ElementTypes in de::foltin::CompileXsdStart (Class),2,0
PatternScriptModel in plugins::script::ScriptingRegistration (Class),11,0
ToggleMenubarAction in freemind::controller::Controller (Class),3,0
anonymous(ActionListener) in plugins::collaboration::database::DatabaseBasics::FormDialog.setUp() (Class),1,0
CloseAction in freemind::modes::mindmapmode::attributeactors::ListDialog (Class),2,0
AttributeValueRemover in freemind::modes::mindmapmode::attributeactors::MindMapModeAttributeController (Class),2,0
anonymous(MapModuleManager.MapTitleChangeListener) in freemind::main::FreeMind.setScreenBounds() (Class),1,0
XMLElement in freemind::main (Class),91,7
PermanentNodeHookSubstituteUnknown in freemind::extensions (Class),4,0
ClickableImageCreator in accessories::plugins::util::html (Class),5,0
RunAction in plugins::script::ScriptEditorPanel (Class),2,0
OpenURLAction in freemind::controller::Controller (Class),2,0
AttributeNotExistsCondition in freemind::controller::filter::condition (Class),6,0
anonymous(MouseAdapter) in accessories::plugins::dialogs::ManagePatternsPopupDialog.getJContentPane() (Class),3,0
anonymous(ActionListener) in accessories::plugins::dialogs::ManagePatternsPopupDialog.getJContentPane() (Class),1,0
EdgeWidthTransformer in freemind::modes::mindmapmode::dialogs::StylePatternFrame (Class),2,0
DontShowNotificationProperty in freemind::common (Class),1,0
TableModelHandler in accessories::plugins::time::FlatNodeTableFilterModel (Class),2,0
FreeMindToolBar in freemind::controller (Class),6,1
TimerBlinkTask in freemind::modes::common::plugins::ReminderHookBase (Class),3,0
ReducedAttributeTableModelDecorator in freemind::view::mindmapview::attributeview (Class),15,0
anonymous(ActionListener) in accessories::plugins::time::TimeManagement.startupMapHook() (Class),1,0
NewTabProperty in freemind::preferences::layout::OptionPanel (Class),6,2
XmlBindingTools in freemind::common (Class),16,1
StylePatternFactory in freemind::modes (Class),18,0
PatternListModel in accessories::plugins::dialogs::ManagePatternsPopupDialog (Class),13,1
BezierEdgeView in freemind::view::mindmapview (Class),5,1
ExtendedComboBoxModel in freemind::controller::filter::util (Class),16,0
anonymous(TextTranslator) in tests::freemind::DontShowAgainDialogTests.testDialog() (Class),1,0
NewParentNode in accessories::plugins (Class),4,0
anonymous(AbstractAction) in freemind::controller::Controller::PropertyAction.actionPerformed() (Class),1,0
SchemeNodeModel in freemind::modes::schememode (Class),5,1
nodesDepthComparator in freemind::modes::ControllerAdapter (Class),2,1
MindMapNodesFlavorHandler in freemind::modes::mindmapmode::actions::PasteAction (Class),3,0
ListDialog in freemind::modes::mindmapmode::attributeactors (Class),7,0
anonymous(MenuAdder) in freemind::controller::StructuredMenuHolder.updateMenus() (Class),4,0
anonymous(ActionListener) in freemind::modes::mindmapmode::attributeactors::ImportAttributesDialog.ImportAttributesDialog() (Class),1,0
anonymous(NewNodeCreator) in accessories::plugins::EncryptNode.encrypt() (Class),1,0
StylePropertyTranslator in accessories::plugins::AutomaticLayout (Class),2,0
anonymous(SingleNodeOperation) in freemind::modes::mindmapmode::actions::NodeColorBlendAction.NodeColorBlendAction() (Class),1,0
anonymous(Runnable) in accessories::plugins::FitToPage.startupMapHook() (Class),1,0
anonymous(DocumentListener) in accessories::plugins::FormularEditor::StringEntity.addToPanel() (Class),3,0
HookRegistration in freemind::extensions (Class),2,0
PluginBaseClassSearcher in freemind::extensions::MindMapHook (Class),1,1
SharpBezierEdgeView in freemind::view::mindmapview (Class),6,1
RightNodeViewLayout in freemind::view::mindmapview (Class),7,1
FlatNodeTable in accessories::plugins::time::TimeList (Class),4,0
anonymous(WindowAdapter) in accessories::plugins::dialogs::ChooseFormatPopupDialog.initialize() (Class),1,0
MoveToRootAction in freemind::controller::Controller (Class),2,0
AttributeRegistryElement in freemind::modes::attributes (Class),17,1
ScriptModel in plugins::script::ScriptEditorPanel (Class),11,0
JabberStarter in plugins::collaboration::jabber (Class),1,0
anonymous(ActionListener) in freemind::modes::common::dialogs::PersistentEditableComboBox.PersistentEditableComboBox() (Class),1,0
CancelAction in plugins::script::ScriptEditorPanel (Class),2,0
MainToolBar in freemind::controller (Class),10,0
NoFilteringCondition in freemind::controller::filter::condition (Class),6,0
FormDialog in plugins::collaboration::database::DatabaseBasics (Class),8,1
SaveAsAction in freemind::modes::ControllerAdapter (Class),2,0
JSpinField in accessories::plugins::time (Class),22,4
StringEntity in accessories::plugins::FormularEditor (Class),2,0
Arrow in accessories::plugins::time::TableSorter (Class),4,0
NextButtonClickListener in plugins::collaboration::jabber::mindmap::MapSharingController (Class),6,0
anonymous(Runnable) in freemind::view::mindmapview::attributeview::AttributeView.startEditing() (Class),1,0
FileChooseListener in accessories::plugins::util::xslt (Class),4,0
DefaultFilter in freemind::controller::filter (Class),16,0
StdFormatter in freemind::main (Class),3,0
anonymous(Runnable) in freemind::main::Tools.waitForEventQueue() (Class),1,0
FeedBack in freemind::main (Class),4,0
XMLElementAdapter in freemind::modes (Class),24,1
BrowseNodeModel in freemind::modes::browsemode (Class),4,0
JMonthChooser in accessories::plugins::time (Class),20,2
MapMouseWheelListener in freemind::controller (Class),4,0
LocalLinkConverter in freemind::controller::Controller (Class),1,0
IconInformation in freemind::modes (Class),4,1
NodeCondition in freemind::controller::filter::condition (Class),5,1
SingleNodeOperation in freemind::modes::mindmapmode::actions (Class),1,0
ToggleLeftToolbarAction in freemind::controller::Controller (Class),3,0
SetAttributeFontSizeActor in freemind::modes::mindmapmode::attributeactors (Class),6,0
StylePatternFrameType in freemind::modes::mindmapmode::dialogs::StylePatternFrame (Class),2,0
ScriptEditorPanelTest in tests::freemind (Class),2,0
JabberListener in plugins::collaboration::jabber::mindmap (Class),3,0
UnicodeReader in freemind::common (Class),7,1
NoteDocumentListener in accessories::plugins::NodeNoteRegistration (Class),6,0
ChooseFormatPopupDialog in accessories::plugins::dialogs (Class),20,0
LineAdapter in freemind::modes (Class),21,10
EditNodeTextField in freemind::view::mindmapview (Class),3,0
FixedHTMLWriter in freemind::main (Class),5,0
AttributeTableModelDecoratorAdapter in freemind::view::mindmapview::attributeview (Class),13,4
StructuredMenuItemHolder in freemind::controller (Class),9,1
FontFamilyAction in freemind::modes::mindmapmode::actions (Class),8,0
StructuredMenuListener in freemind::controller::StructuredMenuHolder (Class),6,0
anonymous(JSpinner) in accessories::plugins::time::JMonthChooser.JMonthChooser() (Class),3,0
AddAction in freemind::modes::mindmapmode::attributeactors::ListDialog (Class),2,0
SingleDesEncrypter in freemind::main::Tools (Class),1,0
PrintAction in freemind::controller::Controller (Class),2,0
MarshallerTests in tests::freemind (Class),1,0
