Class,Methods,Over-exposed methods
anonymous(MouseAdapter) in edu::umd::cs::findbugs::gui2::NewFilterFrame.NewFilterFrame() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
anonymous(RelationalOp) in edu::umd::cs::findbugs::filter::RelationalOp.<Initializer>() (Class),1,0
NameMatch in edu::umd::cs::findbugs::filter (Class),8,3
anonymous(ActionListener) in edu::umd::cs::findbugs::util::TestDesktopIntegration.TestDesktopIntegration() (Class),1,0
anonymous(HashSet) in edu::umd::cs::findbugs::detect::XMLFactoryBypass.<Initializer>() (Class),2,0
FindDoubleCheck in edu::umd::cs::findbugs::detect (Class),5,0
CFG in edu::umd::cs::findbugs::ba (Class),43,7
ParameterNullnessPropertyDatabase in edu::umd::cs::findbugs::ba::npe (Class),2,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::AnalyzingDialog.incrementCount() (Class),1,0
Builder in edu::umd::cs::findbugs::classfile::analysis::ClassInfo (Class),15,0
AccessibleEntity in edu::umd::cs::findbugs::ba (Class),9,0
JumpInfoFactory in edu::umd::cs::findbugs::OpcodeStack (Class),3,1
FilteringBugAnnotationIterator in edu::umd::cs::findbugs::FuzzyBugComparator (Class),5,0
Binding in edu::umd::cs::findbugs::ba::bcp (Class),4,1
anonymous(JAIFEvents) in edu::umd::cs::findbugs::jaif::JAIFParser.main() (Class),8,0
Hierarchy2 in edu::umd::cs::findbugs::ba (Class),23,0
IScannableCodeBase in edu::umd::cs::findbugs::classfile (Class),1,0
anonymous(RunnableWithExceptions) in edu::umd::cs::findbugs::ba::ch::Subtypes2Test.testSpecialStringSubclasses() (Class),1,0
CompactLocationNumberingFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
anonymous(javax.swing.event.HyperlinkListener) in edu::umd::cs::findbugs::gui::AboutDialog.initComponents() (Class),1,0
anonymous(Sortables) in edu::umd::cs::findbugs::gui2::Sortables (Class),2,0
EdgeChooser in edu::umd::cs::findbugs::ba (Class),1,0
FindBugs in edu::umd::cs::findbugs (Class),19,3
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::MainFrame.clearSourcePane() (Class),1,0
anonymous(InheritableThreadLocal) in edu::umd::cs::findbugs::ba::jsr305::TypeQualifierValue.<Initializer>() (Class),1,0
AbstractFBMethodVisitor in edu::umd::cs::findbugs::asm (Class),3,1
Monitorenter in edu::umd::cs::findbugs::ba::bcp (Class),2,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::DisplayNonmodelMessage.<Initializer>() (Class),1,0
CollectionBeanWrapper in edu::umd::cs::findbugs::Footprint (Class),3,2
SortableCheckBox in edu::umd::cs::findbugs::gui2::SorterDialog (Class),1,0
ObligationDataflow in edu::umd::cs::findbugs::ba::obl (Class),1,0
IsNullValue in edu::umd::cs::findbugs::ba::npe (Class),44,15
anonymous(java.awt.event.FocusAdapter) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
MainFrame in edu::umd::cs::findbugs::gui2 (Class),100,16
MovedClassMap in edu::umd::cs::findbugs::model (Class),9,0
DetectorOrderingConstraint in edu::umd::cs::findbugs::plan (Class),6,3
DepthFirstSearchFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
EscapeTarget in edu::umd::cs::findbugs::ba::BetterCFGBuilder2 (Class),5,1
CopyBuggySource in edu::umd::cs::findbugs::workflow (Class),9,0
anonymous(FileFilter) in edu::umd::cs::findbugs::gui2::NewProjectWizard.<Initializer>() (Class),2,0
Builder in edu::umd::cs::findbugs::classfile::analysis::ClassNameAndSuperclassInfo (Class),11,0
Global in edu::umd::cs::findbugs::classfile (Class),4,0
FieldWarningSuppressor in edu::umd::cs::findbugs (Class),3,0
InheritanceUnsafeGetResource in edu::umd::cs::findbugs::detect (Class),6,0
BlockOrder in edu::umd::cs::findbugs::ba (Class),2,1
JAIFScannerTest in edu::umd::cs::findbugs::jaif (Class),13,0
ICodeBaseIterator in edu::umd::cs::findbugs::classfile (Class),2,2
GlobalOptions in edu::umd::cs::findbugs (Class),2,0
PreferZeroLengthArrays in edu::umd::cs::findbugs::detect (Class),4,0
NoWrapBoxView in edu::umd::cs::findbugs::sourceViewer (Class),3,0
NullArgumentWarningProperty in edu::umd::cs::findbugs::detect (Class),2,0
StatelessDetector in edu::umd::cs::findbugs (Class),7,0
SwitchFallthrough in edu::umd::cs::findbugs::detect (Class),8,0
anonymous(MouseAdapter) in edu::umd::cs::findbugs::gui2::MainFrameComponentFactory.addLink() (Class),1,0
XMLBugReporter in edu::umd::cs::findbugs (Class),4,0
TextUICommandLine in edu::umd::cs::findbugs (Class),17,7
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::PreferencesFrame.createFilterPane() (Class),1,0
C2ACommandLine in edu::umd::cs::findbugs::ml::ConvertToARFF (Class),7,2
XPathFind in edu::umd::cs::findbugs::xml (Class),4,0
InnerClassAccess in edu::umd::cs::findbugs::ba (Class),6,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
DFSCFGPrinter in edu::umd::cs::findbugs::ba (Class),2,0
FilterPropertyDatabase in edu::umd::cs::findbugs::tools (Class),3,0
FindRunInvocations in edu::umd::cs::findbugs::detect (Class),4,0
GenericObjectType in edu::umd::cs::findbugs::ba::generic (Class),27,1
ObligationPolicyDatabaseEntry in edu::umd::cs::findbugs::ba::obl (Class),4,1
BugMatcher in edu::umd::cs::findbugs::filter (Class),8,0
anonymous(Thread) in edu::umd::cs::findbugs::ba::PruneInfeasibleExceptionEdges.<Initializer>() (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::PreferencesFrame.rebuildPluginCheckboxes() (Class),1,0
anonymous(AbstractMethodVisitor) in edu::umd::cs::findbugs::classfile::engine::ClassParserUsingASM.parse()::anonymous(ClassVisitor).visitMethod() (Class),29,2
ForwardTypeQualifierDataflow in edu::umd::cs::findbugs::ba::jsr305 (Class),1,0
PluginDoesntContainMetadataException in edu::umd::cs::findbugs (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameMenu.setViewMenu() (Class),1,0
anonymous(RelationalOp) in edu::umd::cs::findbugs::filter::RelationalOp.<Initializer>() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
ObligationAcquiredOrReleasedInLoopException in edu::umd::cs::findbugs::ba::obl (Class),2,0
IncompatMask in edu::umd::cs::findbugs::detect (Class),9,0
CSRCommandLine in edu::umd::cs::findbugs::workflow::CloudSyncAndReport (Class),3,0
DismantleBytecodeTest in edu::umd::cs::findbugs::visitclass (Class),1,0
anonymous(Comparator) in edu::umd::cs::findbugs::ba::ClassHash.computeHash() (Class),1,0
anonymous(ListCellRenderer) in edu::umd::cs::findbugs::gui2::NewFilterFrame.NewFilterFrame() (Class),2,0
XMLWriteableWithMessages in edu::umd::cs::findbugs (Class),1,0
CompoundMatcher in edu::umd::cs::findbugs::gui2 (Class),4,1
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::PluginUpdateDialog.createPluginUpdateButton() (Class),1,0
DontIgnoreResultOfPutIfAbsent in edu::umd::cs::findbugs::detect (Class),7,0
BugInstanceComparator in edu::umd::cs::findbugs::SortedBugCollection (Class),3,0
INullnessAnnotationDatabase in edu::umd::cs::findbugs::ba (Class),7,1
PrintClass in edu::umd::cs::findbugs::visitclass (Class),4,0
MyMethodAdapter in edu::umd::cs::findbugs::asm::FBClassReader (Class),2,0
IAnalysisEngineRegistrar in edu::umd::cs::findbugs::classfile (Class),1,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::MainFrame.updateSummaryTab() (Class),1,0
AppVersion in edu::umd::cs::findbugs (Class),16,3
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
ExactStringMatcher in edu::umd::cs::findbugs::ba::bcp::Invoke (Class),2,0
TotalTimeComparator in edu::umd::cs::findbugs::log::Profiler (Class),2,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::MainFrameLoadSaveHelper.loadAnalysis() (Class),1,0
BooleanReturnNull in edu::umd::cs::findbugs::detect (Class),3,0
FindBadCast2 in edu::umd::cs::findbugs::detect (Class),8,0
Opcode in edu::umd::cs::findbugs::ba::bcp (Class),5,0
NoOpProgress in edu::umd::cs::findbugs::DiscoverSourceDirectories (Class),10,0
anonymous(ClassVisitor) in edu::umd::cs::findbugs::classfile::engine::ClassParserUsingASM.parse() (Class),10,0
MyCloudListener in edu::umd::cs::findbugs::gui2::MainFrame (Class),4,0
ClassMatcher in edu::umd::cs::findbugs::filter (Class),5,0
anonymous(TypeCategory) in edu::umd::cs::findbugs::ba::generic::GenericUtilities::TypeCategory (Class),2,0
DirectoryCodeBaseIterator in edu::umd::cs::findbugs::classfile::impl::DirectoryCodeBase (Class),4,0
PotentialOpenStream in edu::umd::cs::findbugs::detect::FindOpenStream (Class),2,0
FindReturnRef in edu::umd::cs::findbugs::detect (Class),8,0
Call in edu::umd::cs::findbugs::ba::ca (Class),6,0
IsNullValueAnalysisFeatures in edu::umd::cs::findbugs::ba::npe (Class),1,0
ProjectFileFilter in edu::umd::cs::findbugs::gui::FindBugsFrame (Class),3,0
anonymous(AbstractAction) in edu::umd::cs::findbugs::gui2::PropertiesDialog.PropertiesDialog() (Class),1,0
ClassInfo in edu::umd::cs::findbugs::classfile::analysis (Class),24,3
ObligationAnalysis in edu::umd::cs::findbugs::ba::obl (Class),20,0
AbstractMethod in edu::umd::cs::findbugs::ba (Class),7,1
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameMenu.createMainMenuBar() (Class),1,0
RecursiveFileSearch in edu::umd::cs::findbugs (Class),6,2
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameMenu.createMainMenuBar() (Class),1,0
anonymous(ZipElementHandler) in edu::umd::cs::findbugs::workflow::RejarClassesForAnalysis.execute() (Class),2,0
DetectorFactorySelector in edu::umd::cs::findbugs::plan (Class),1,0
ClassNameRewriter in edu::umd::cs::findbugs::model (Class),1,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::NewProjectWizard.loadAllPanels() (Class),1,0
PlainPrintBugDescriptions in edu::umd::cs::findbugs::tools::html (Class),10,3
WrongMapIterator in edu::umd::cs::findbugs::detect (Class),7,0
Subroutine in edu::umd::cs::findbugs::ba::BetterCFGBuilder2 (Class),28,7
anonymous(Sortables) in edu::umd::cs::findbugs::gui2::Sortables (Class),4,0
anonymous(OutEdges) in edu::umd::cs::findbugs::FindBugs2.analyzeApplication() (Class),1,0
ClassPathBuilder in edu::umd::cs::findbugs::classfile::impl (Class),23,0
DominatorsAnalysisFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
LockResourceTracker in edu::umd::cs::findbugs::detect::FindUnreleasedLock (Class),11,0
anonymous(Iterator) in edu::umd::cs::findbugs::graph::AbstractGraph.successorIterator() (Class),4,0
ClassNameTest in edu::umd::cs::findbugs::util (Class),3,0
BadResultSetAccess in edu::umd::cs::findbugs::detect (Class),3,0
anonymous(MouseAdapter) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.CloudCommentsPane() (Class),1,0
ClassScreener in edu::umd::cs::findbugs (Class),8,1
anonymous(BugFilingStatus) in edu::umd::cs::findbugs::cloud::Cloud::BugFilingStatus (Class),1,0
Target in edu::umd::cs::findbugs::ba (Class),5,1
MineBugHistory in edu::umd::cs::findbugs::workflow (Class),18,1
NonNullParamPropertyTest in edu::umd::cs::findbugs::ba::npe (Class),6,0
TestingUpdateCheckCallback in edu::umd::cs::findbugs::updates::UpdateCheckerTest (Class),4,0
AnalysisPass in edu::umd::cs::findbugs::plan (Class),9,3
BugDesignation in edu::umd::cs::findbugs (Class),24,7
ComputeEffectiveTypeQualifierAnnotation in edu::umd::cs::findbugs::ba::jsr305::TypeQualifierApplications (Class),1,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::AnalyzingDialog.updateCount() (Class),1,0
anonymous(ListSelectionListener) in edu::umd::cs::findbugs::gui::ConfigureDetectorsDialog.postInitComponents() (Class),1,0
ValueCompacter in edu::umd::cs::findbugs::ba::vna::ValueNumberAnalysis (Class),4,1
MethodGenFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
RunnableWithExceptions in edu::umd::cs::findbugs (Class),1,1
AnalysisCacheToRepositoryAdapter in edu::umd::cs::findbugs (Class),8,1
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::BugTreeModel.rebuild() (Class),1,0
anonymous(Sortables) in edu::umd::cs::findbugs::gui2::Sortables (Class),2,0
CheckReturnAnnotationDatabase in edu::umd::cs::findbugs::ba (Class),4,1
FindUncalledPrivateMethods in edu::umd::cs::findbugs::detect (Class),4,0
anonymous(AbstractAction) in edu::umd::cs::findbugs::gui2::PreferencesFrame.createPropertiesPane() (Class),1,0
UncallableMethodOfAnonymousClass in edu::umd::cs::findbugs::detect (Class),10,0
anonymous(HashSet) in edu::umd::cs::findbugs::detect::BadResultSetAccess.<Initializer>() (Class),2,0
BugPatternComparator in edu::umd::cs::findbugs::tools::html::PrettyPrintBugDescriptions (Class),2,0
Driver in edu::umd::cs::findbugs::gui2 (Class),8,2
NotMatcherTest in edu::umd::cs::findbugs::filter (Class),7,0
ApplyNewFilter in edu::umd::cs::findbugs::gui2 (Class),2,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui::RunAnalysisDialog::RunAnalysisProgress.step() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::ConfigureDetectorsDialog.initComponents() (Class),1,0
EngineRegistrar in edu::umd::cs::findbugs::classfile::engine::bcel (Class),3,0
BottomType in edu::umd::cs::findbugs::ba::type (Class),6,0
UnresolvedXMethod in edu::umd::cs::findbugs::ba (Class),29,0
ReportingDetectorFactorySelector in edu::umd::cs::findbugs::plan (Class),3,0
PackageDependenciesTest in edu::umd::cs::findbugs::architecture (Class),4,0
anonymous(AbstractAction) in edu::umd::cs::findbugs::gui2::PreferencesFrame.PreferencesFrame() (Class),1,0
Archive in edu::umd::cs::findbugs::util (Class),2,0
SloppyBugComparator in edu::umd::cs::findbugs (Class),11,0
ZipInputStreamCodeBase in edu::umd::cs::findbugs::classfile::impl (Class),8,0
anonymous(Thread) in edu::umd::cs::findbugs::util::Util.runLogAtShutdown() (Class),1,0
InconsistentAnnotations in edu::umd::cs::findbugs::detect (Class),3,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameMenu.createMainMenuBar() (Class),1,0
anonymous(AbstractAction) in edu::umd::cs::findbugs::gui2::PropertiesDialog.PropertiesDialog() (Class),1,0
anonymous(JPanel) in edu::umd::cs::findbugs::gui2::NewFilterFrame.NewFilterFrame() (Class),1,0
DerefFinder in edu::umd::cs::findbugs::ba::npe (Class),4,0
UpdateCheckCallback in edu::umd::cs::findbugs::updates (Class),1,0
MainFrameComponentFactory in edu::umd::cs::findbugs::gui2 (Class),15,0
XMLFile in edu::umd::cs::findbugs::tools::xml::CheckMessages (Class),14,0
StringConcatenation in edu::umd::cs::findbugs::detect (Class),6,0
anonymous(AnnotationVisitor) in edu::umd::cs::findbugs::classfile::analysis::AnnotationValue.getAnnotationVisitor() (Class),5,0
RankMatcher in edu::umd::cs::findbugs::filter (Class),6,0
ResolveAllReferences in edu::umd::cs::findbugs::detect (Class),10,0
InMemorySourceRepository in edu::umd::cs::findbugs::ba::SourceFinder (Class),5,0
JavaWebStart in edu::umd::cs::findbugs::util (Class),5,0
FBFrame in edu::umd::cs::findbugs::gui2 (Class),4,0
ExtendedTypes in edu::umd::cs::findbugs::ba::type (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameMenu.createRecentItem() (Class),1,0
ProgramPoint in edu::umd::cs::findbugs (Class),6,2
anonymous(ComputeEffectiveTypeQualifierAnnotation) in edu::umd::cs::findbugs::ba::jsr305::TypeQualifierApplications.getEffectiveTypeQualifierAnnotation() (Class),2,0
Cache in edu::umd::cs::findbugs::ba::SourceFinder (Class),3,0
DefaultEncodingDetector in edu::umd::cs::findbugs::detect (Class),2,0
anonymous(AnalysisLocal) in edu::umd::cs::findbugs::BugRanker.<Initializer>() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::util::TestDesktopIntegration.TestDesktopIntegration() (Class),1,0
TrainLongInstantfParams in edu::umd::cs::findbugs::detect (Class),5,0
Util in edu::umd::cs::findbugs::util (Class),49,0
anonymous(Chooser) in edu::umd::cs::findbugs::TextUICommandLine.handleOptionWithArgument() (Class),1,0
CallGraphEdge in edu::umd::cs::findbugs (Class),5,0
anonymous(BugFilingStatus) in edu::umd::cs::findbugs::cloud::Cloud::BugFilingStatus (Class),1,0
UpdateCommandLine in edu::umd::cs::findbugs::workflow::Update (Class),4,0
anonymous(CloudFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::CloudFilter (Class),2,0
anonymous(CloudFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::CloudFilter (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::ConfigureDetectorsDialog.initComponents() (Class),1,0
FindBugsCommandLine in edu::umd::cs::findbugs (Class),9,3
ForwardTypeQualifierDataflowFactory in edu::umd::cs::findbugs::ba::jsr305 (Class),3,0
anonymous(CloudFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::CloudFilter (Class),2,0
EarlyExitException in edu::umd::cs::findbugs::ba::OpcodeStackScanner (Class),1,0
anonymous(javax.swing.event.HyperlinkListener) in edu::umd::cs::findbugs::gui::AboutDialog.initComponents() (Class),1,0
anonymous(KeyAdapter) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.CloudCommentsPane() (Class),1,0
ClassHash in edu::umd::cs::findbugs::ba (Class),19,1
FindBugsViewerTask in edu::umd::cs::findbugs::anttask (Class),16,0
anonymous(TypeCategory) in edu::umd::cs::findbugs::ba::generic::GenericUtilities::TypeCategory (Class),2,0
ExceptionCaught in edu::umd::cs::findbugs::detect::RuntimeExceptionCapture (Class),2,0
OpcodeStackScanner in edu::umd::cs::findbugs::ba (Class),2,0
anonymous(RunnableWithExceptions) in edu::umd::cs::findbugs::ba::ch::Subtypes2Test.testStringSubtypeOfSerializable() (Class),1,0
ConstantDataflow in edu::umd::cs::findbugs::ba::constant (Class),1,0
CloneIdiom in edu::umd::cs::findbugs::detect (Class),10,0
RunAnalysisDialog in edu::umd::cs::findbugs::gui (Class),11,3
anonymous(java.awt.event.FocusAdapter) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
UseAnnotationDatabase in edu::umd::cs::findbugs (Class),0,0
FindMaskedFields in edu::umd::cs::findbugs::detect (Class),7,0
Lookup in edu::umd::cs::findbugs (Class),17,0
MSVOptions in edu::umd::cs::findbugs::workflow::MergeSummarizeAndView (Class),2,1
MethodReturnValueStreamFactory in edu::umd::cs::findbugs::detect (Class),4,0
InterproceduralCallGraph in edu::umd::cs::findbugs::ba::ch (Class),4,0
WarningSuppressor in edu::umd::cs::findbugs (Class),4,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::CommentsArea.updateCommentsFromNonLeafInformation() (Class),1,0
FindBugsMessageFormat in edu::umd::cs::findbugs (Class),3,0
FieldAccess in edu::umd::cs::findbugs::detect::FindInconsistentSync2 (Class),3,1
QuestionableBooleanAssignment in edu::umd::cs::findbugs::detect (Class),4,0
BoundedLinkedHashSet in edu::umd::cs::findbugs::SortedBugCollection (Class),2,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::NewFilterFromBug.NewFilterFromBug() (Class),1,0
Util in edu::umd::cs::findbugs::visitclass (Class),7,0
XMLFactoryBypass in edu::umd::cs::findbugs::detect (Class),5,0
PackageStats in edu::umd::cs::findbugs (Class),25,8
VarArgsProblems in edu::umd::cs::findbugs::detect (Class),4,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::CommentsArea.createCommentsInputPanel() (Class),1,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::PluginUpdateDialog::MyPluginUpdateListener.pluginUpdateCheckComplete() (Class),1,0
ClearCloudPreferences in edu::umd::cs::findbugs::cloud::username (Class),1,0
StoreAnalysis in edu::umd::cs::findbugs::ba::heap (Class),4,0
BlockTypeAnalysisFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
PruneUnconditionalExceptionThrowerEdges in edu::umd::cs::findbugs::ba (Class),8,0
anonymous(ThreadLocal) in edu::umd::cs::findbugs::ba::ObjectTypeFactory.<Initializer>() (Class),1,0
EmacsBugReporter in edu::umd::cs::findbugs (Class),8,1
AnalysisOptions in edu::umd::cs::findbugs (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
ArchiveAndDirectoryFilter in edu::umd::cs::findbugs::gui::FindBugsFrame (Class),3,0
Store in edu::umd::cs::findbugs::ba::bcp (Class),2,0
AbstractFieldAnnotationVisitor in edu::umd::cs::findbugs::classfile::engine (Class),1,0
InterproceduralFirstPassDetector in edu::umd::cs::findbugs (Class),0,0
JavaClassAnalysisEngine in edu::umd::cs::findbugs::classfile::engine::bcel (Class),5,1
StringMatcher in edu::umd::cs::findbugs::ba::bcp::Invoke (Class),1,0
NonNullReturnProperty in edu::umd::cs::findbugs::detect (Class),2,0
SwitchHandler in edu::umd::cs::findbugs (Class),8,3
MethodChooser in edu::umd::cs::findbugs::ba (Class),1,0
NONNULL2Z in edu::umd::cs::findbugs::bcel::generic (Class),1,0
ValueNumberFactory in edu::umd::cs::findbugs::ba::vna (Class),9,3
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::NewFilterFrame.NewFilterFrame() (Class),1,0
anonymous(ICodeBaseIterator) in edu::umd::cs::findbugs::classfile::impl::ZipFileCodeBase.iterator() (Class),3,0
UnnecessaryMath in edu::umd::cs::findbugs::detect (Class),4,0
FixIndentation in edu::umd::cs::findbugs::tools (Class),5,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.CloudCommentsPane() (Class),1,0
anonymous(java.awt.event.FocusAdapter) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
AssignedFieldMapFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,0
LocalMatcher in edu::umd::cs::findbugs::filter (Class),5,0
Project in edu::umd::cs::findbugs (Class),68,12
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::AbstractSwingGuiCallback.showMessageDialogAndWait() (Class),1,0
SignatureConverter in edu::umd::cs::findbugs::ba (Class),15,0
WaitInLoop in edu::umd::cs::findbugs::detect (Class),6,0
EdgeTypes in edu::umd::cs::findbugs::ba (Class),2,0
LiveLocalStoreDataflow in edu::umd::cs::findbugs::ba (Class),1,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.changeCloud() (Class),1,0
anonymous(OverallClassificationFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::OverallClassificationFilter (Class),1,0
MyPluginUpdateListener in edu::umd::cs::findbugs::gui2::PluginUpdateDialog (Class),3,0
FilterByTime in edu::umd::cs::findbugs::log::Profiler (Class),2,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameMenu.createMainMenuBar() (Class),1,0
NoiseNullDeref in edu::umd::cs::findbugs::detect (Class),19,1
CurrentThreadExecutorService in edu::umd::cs::findbugs::CommandLineUiCallback (Class),7,0
ExcludingHashesBugReporter in edu::umd::cs::findbugs (Class),6,0
ErrorCountingBugReporter in edu::umd::cs::findbugs (Class),7,3
anonymous(OverallClassificationFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::OverallClassificationFilter (Class),1,0
FinalizerNullsFields in edu::umd::cs::findbugs::detect (Class),6,0
FilterFromBugPicker in edu::umd::cs::findbugs::gui2 (Class),7,1
CountClassVersions in edu::umd::cs::findbugs::workflow (Class),3,1
RepositoryLookupFailureCallback in edu::umd::cs::findbugs::ba (Class),0,0
anonymous(java.awt.event.WindowAdapter) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),2,0
DefinitelyNullSetDataflow in edu::umd::cs::findbugs::ba::npe2 (Class),1,0
IFindBugsEngine in edu::umd::cs::findbugs (Class),38,14
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::NewProjectWizard.createFilePanel() (Class),1,0
BuildObligationPolicyDatabase in edu::umd::cs::findbugs::detect (Class),11,0
InefficientMemberAccess in edu::umd::cs::findbugs::detect (Class),4,0
SorterTableColumnModel in edu::umd::cs::findbugs::gui2 (Class),35,2
Edge in edu::umd::cs::findbugs::ba (Class),17,2
NumberedViewFactory in edu::umd::cs::findbugs::sourceViewer (Class),2,0
ResourceNotFoundException in edu::umd::cs::findbugs::classfile (Class),5,0
ReflectiveClasses in edu::umd::cs::findbugs::detect (Class),5,0
anonymous(TypeCategory) in edu::umd::cs::findbugs::ba::generic::GenericUtilities::TypeCategory (Class),2,0
FieldMatcher in edu::umd::cs::findbugs::filter (Class),5,0
ExceptionHandlerMap in edu::umd::cs::findbugs::ba (Class),8,0
AbstractClassMember in edu::umd::cs::findbugs::ba (Class),19,6
DirectoryCodeBase in edu::umd::cs::findbugs::classfile::impl (Class),9,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::AnalyzingDialog.initComponents() (Class),1,0
NewFilterFromBug in edu::umd::cs::findbugs::gui2 (Class),4,0
AbstractWarningProperty in edu::umd::cs::findbugs::props (Class),3,0
anonymous(DockingWindowAdapter) in edu::umd::cs::findbugs::gui2::DockLayout.initialize() (Class),2,0
ICodeBaseLocator in edu::umd::cs::findbugs::classfile (Class),3,2
DisplayNonmodelMessage in edu::umd::cs::findbugs::gui2 (Class),4,0
ClassParserUsingBCEL in edu::umd::cs::findbugs::classfile::engine (Class),5,0
anonymous(DepthFirstSearch) in edu::umd::cs::findbugs::graph::StronglyConnectedComponents.findStronglyConnectedComponents() (Class),1,0
anonymous(javax.swing.event.MenuListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),3,0
RejarClassesForAnalysis in edu::umd::cs::findbugs::workflow (Class),16,2
GenericSignatureParserTest in edu::umd::cs::findbugs::ba::generic (Class),2,0
FindLocalSelfAssignment2 in edu::umd::cs::findbugs::detect (Class),4,0
ParameterSignatureIterator in edu::umd::cs::findbugs::ba::generic::GenericSignatureParser (Class),5,1
ICodeBase in edu::umd::cs::findbugs::classfile (Class),12,3
CloudCommentsPane in edu::umd::cs::findbugs::gui2 (Class),40,7
anonymous(Sortables) in edu::umd::cs::findbugs::gui2::Sortables (Class),3,0
ClassNameComparator in edu::umd::cs::findbugs::log::Profiler (Class),2,0
MethodHashTest in edu::umd::cs::findbugs::ba (Class),8,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::PreferencesFrame.rebuildPluginCheckboxes() (Class),1,0
ConfusionBetweenInheritedAndOuterMethod in edu::umd::cs::findbugs::detect (Class),5,0
SynchronizingOnContentsOfFieldToProtectField in edu::umd::cs::findbugs::detect (Class),4,0
TrainNonNullAnnotations in edu::umd::cs::findbugs::detect (Class),3,0
LocationWhereValueBecomesNull in edu::umd::cs::findbugs::ba::npe (Class),7,2
IGuiCallback in edu::umd::cs::findbugs (Class),15,0
Hierarchy in edu::umd::cs::findbugs::ba (Class),46,0
