Class,Methods,Over-exposed methods
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTPlotAppearanceEditor.SWTPlotAppearanceEditor() (Class),1,0
HighLowRendererTests in org::jfree::chart::renderer::xy::junit (Class),8,0
XYLineChartTests in org::jfree::chart::junit (Class),7,0
anonymous(Icon) in org::jfree::chart::renderer::category::MinMaxCategoryRenderer.getIcon() (Class),3,0
CompassPlot in org::jfree::chart::plot (Class),35,2
XYBoxAndWhiskerRendererTests in org::jfree::chart::renderer::xy::junit (Class),8,0
TableXYDatasetTests in org::jfree::data::xy::junit (Class),15,0
XYSplineRendererTests in org::jfree::chart::renderer::xy::junit (Class),7,0
DefaultTitleEditor in org::jfree::chart::editor (Class),11,5
SWTTimeSeriesDemo in org::jfree::experimental::chart::swt::demo (Class),3,0
QuarterDateFormatTests in org::jfree::chart::axis::junit (Class),6,0
NumberAxis in org::jfree::chart::axis (Class),46,4
ChartDeleter in org::jfree::chart::servlet (Class),6,1
Pannable in org::jfree::chart::plot (Class),5,0
StackedBarRenderer in org::jfree::chart::renderer::category (Class),10,0
TimeSeriesTests in org::jfree::data::time::junit (Class),43,0
Annotation in org::jfree::chart::annotations (Class),2,0
FlowArrangement in org::jfree::chart::block (Class),17,0
Month in org::jfree::data::time (Class),25,4
SegmentRange in org::jfree::chart::axis::SegmentedTimeline (Class),6,0
TestUtilities in org::jfree::chart::junit (Class),1,0
XIntervalDataItemTests in org::jfree::data::xy::junit (Class),7,0
KeyedValuesDataset in org::jfree::data::general (Class),0,0
DateTitle in org::jfree::chart::title (Class),7,1
anonymous(DefaultXYDataset) in org::jfree::chart::renderer::junit::RendererUtilitiesTests.testFindLiveItemsUpperBound_Ascending() (Class),1,0
XYTitleAnnotation in org::jfree::chart::annotations (Class),17,0
RangeType in org::jfree::data (Class),6,0
anonymous(XYBarRenderer) in org::jfree::experimental::chart::demo::CombinedXYPlotDemo1.createCombinedChart() (Class),1,0
XYSeriesCollection in org::jfree::data::xy (Class),38,2
JThermometer in org::jfree::chart::plot (Class),27,1
DefaultKeyedValues2DDataset in org::jfree::data::general (Class),2,1
RendererCategoryPackageTests in org::jfree::chart::renderer::category::junit (Class),4,0
YInterval in org::jfree::data::xy (Class),5,3
Block in org::jfree::chart::block (Class),8,1
PieDatasetHandler in org::jfree::data::xml (Class),5,2
PiePlot3DTests in org::jfree::chart::plot::junit (Class),5,0
PieChart3DTests in org::jfree::chart::junit (Class),6,0
LabelBlockTests in org::jfree::chart::block::junit (Class),5,0
ArrowNeedleTests in org::jfree::chart::needle::junit (Class),5,0
CombinedDataset in org::jfree::data::general (Class),31,0
CompassFormat in org::jfree::chart::axis (Class),6,0
BarRenderer3D in org::jfree::chart::renderer::category (Class),18,3
XYBarRendererState in org::jfree::chart::renderer::xy::XYBarRenderer (Class),3,0
TimeSeries in org::jfree::data::time (Class),58,8
XYItemEntity in org::jfree::chart::entity (Class),10,3
DefaultChartEditorFactory in org::jfree::chart::editor (Class),2,1
CategoryCrosshairState in org::jfree::chart::plot (Class),7,3
HighLowItemLabelGenerator in org::jfree::chart::labels (Class),8,1
AbstractOverlay in org::jfree::chart::panel (Class),5,1
XYRangeInfo in org::jfree::data::xy (Class),1,0
XYAreaRenderer in org::jfree::chart::renderer::xy (Class),24,6
NumberAxis3D in org::jfree::chart::axis (Class),4,0
StandardXYURLGeneratorTests in org::jfree::chart::urls::junit (Class),4,0
ChartRenderingInfoTests in org::jfree::chart::junit (Class),6,0
BubbleXYItemLabelGenerator in org::jfree::chart::labels (Class),11,1
CustomPieURLGenerator in org::jfree::chart::urls (Class),9,2
IntervalBarRenderer in org::jfree::chart::renderer::category (Class),6,1
DialLayer in org::jfree::chart::plot::dial (Class),6,2
AxisSpaceTests in org::jfree::chart::axis::junit (Class),5,0
DatasetRenderingOrder in org::jfree::chart::plot (Class),6,0
OHLC in org::jfree::data::time::ohlc (Class),7,4
XYSplineRenderer in org::jfree::chart::renderer::xy (Class),8,1
PlotTests in org::jfree::chart::plot::junit (Class),3,0
DialCap in org::jfree::chart::plot::dial (Class),17,1
IntervalXYDelegateTests in org::jfree::data::xy::junit (Class),5,0
LogarithmicAxisTests in org::jfree::chart::axis::junit (Class),14,0
DialPointerTests in org::jfree::chart::plot::dial::junit (Class),9,0
StandardDialRangeTests in org::jfree::chart::plot::dial::junit (Class),6,0
PolynomialFunction2DTests in org::jfree::data::function::junit (Class),8,0
MeterNeedleTests in org::jfree::chart::needle::junit (Class),3,0
CenterArrangement in org::jfree::chart::block (Class),14,0
ItemLabelPositionTests in org::jfree::chart::labels::junit (Class),4,0
BarChart3DTests in org::jfree::chart::junit (Class),8,0
TextAnnotationTests in org::jfree::chart::annotations::junit (Class),5,0
DialTextAnnotation in org::jfree::chart::plot::dial (Class),21,0
LocalListener in org::jfree::chart::junit::StackedBarChartTests (Class),3,0
CompassPlotTests in org::jfree::chart::plot::junit (Class),5,0
DialPlotTests in org::jfree::chart::plot::dial::junit (Class),12,0
NumberTick in org::jfree::chart::axis (Class),6,0
RendererChangeListener in org::jfree::chart::event (Class),1,0
GroupedStackedBarRendererTests in org::jfree::chart::renderer::category::junit (Class),8,0
URLTagFragmentGenerator in org::jfree::chart::imagemap (Class),1,0
DefaultMultiValueCategoryDataset in org::jfree::data::statistics (Class),19,2
XYSeriesTests in org::jfree::data::xy::junit (Class),38,0
ImageMapUtilitiesTests in org::jfree::chart::imagemap::junit (Class),4,0
PinNeedle in org::jfree::chart::needle (Class),6,1
CategoryAxisTests in org::jfree::chart::axis::junit (Class),7,0
TitleTests in org::jfree::chart::title::junit (Class),4,0
CategoryLabelEntity in org::jfree::chart::entity (Class),5,0
TickUnits in org::jfree::chart::axis (Class),10,2
TickUnitsTests in org::jfree::chart::axis::junit (Class),5,0
LegendGraphicTests in org::jfree::chart::title::junit (Class),7,0
Range in org::jfree::data (Class),20,0
SimpleHistogramBin in org::jfree::data::statistics (Class),12,4
OHLCSeriesCollectionTests in org::jfree::data::time::ohlc::junit (Class),11,0
CombinedDomainXYPlot in org::jfree::chart::plot (Class),26,1
CategoryPlot in org::jfree::chart::plot (Class),229,28
LegendItemTests in org::jfree::chart::junit (Class),6,0
KeyedValue in org::jfree::data (Class),1,1
PlotOrientationTests in org::jfree::chart::plot::junit (Class),4,0
ContourToolTipGenerator in org::jfree::chart::labels (Class),1,0
XYPolygonAnnotation in org::jfree::chart::annotations (Class),14,0
CategoryStepRenderer in org::jfree::chart::renderer::category (Class),10,2
TitlePackageTests in org::jfree::chart::title::junit (Class),4,0
LocalListener in org::jfree::chart::junit::XYAreaChartTests (Class),3,0
Outlier in org::jfree::chart::renderer (Class),11,4
HistogramBinTests in org::jfree::data::statistics::junit (Class),5,0
BarRenderer3DTests in org::jfree::chart::renderer::category::junit (Class),7,0
BoxAndWhiskerXYToolTipGeneratorTests in org::jfree::chart::labels::junit (Class),7,0
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTTitleEditor.SWTTitleEditor() (Class),1,0
MarkerChangeListener in org::jfree::chart::event (Class),1,0
YIntervalSeries in org::jfree::data::xy (Class),8,0
CategoryURLGenerator in org::jfree::chart::urls (Class),1,0
FixedMillisecond in org::jfree::data::time (Class),18,1
StatisticalBarRendererTests in org::jfree::chart::renderer::category::junit (Class),13,0
StandardXYItemRendererTests in org::jfree::chart::renderer::xy::junit (Class),9,0
LegendItemEntity in org::jfree::chart::entity (Class),11,0
XYInterval in org::jfree::data::xy (Class),7,5
ValueTick in org::jfree::chart::axis (Class),8,0
LogFormatTests in org::jfree::chart::util::junit (Class),6,0
ColumnArrangementTests in org::jfree::chart::block::junit (Class),5,0
anonymous(PaintListener) in org::jfree::experimental::chart::swt::editor::SWTStrokeCanvas.SWTStrokeCanvas() (Class),1,0
DateTick in org::jfree::chart::axis (Class),8,0
BoxAndWhiskerItem in org::jfree::data::statistics (Class),14,9
JFreeChartInfo in org::jfree::chart (Class),2,1
DatasetTags in org::jfree::data::xml (Class),1,0
StackedXYAreaRendererTests in org::jfree::chart::renderer::xy::junit (Class),10,0
SWTBarChartDemo1 in org::jfree::experimental::chart::swt::demo (Class),3,0
RingPlot in org::jfree::chart::plot (Class),23,1
StandardCategoryToolTipGenerator in org::jfree::chart::labels (Class),6,0
RelativeDateFormat in org::jfree::chart::util (Class),30,6
KeyToGroupMap in org::jfree::data (Class),13,1
TimePeriodValues in org::jfree::data::time (Class),28,8
CategoryPointerAnnotationTests in org::jfree::chart::annotations::junit (Class),7,0
DisplayChart in org::jfree::chart::servlet (Class),3,0
PolarPlotTests in org::jfree::chart::plot::junit (Class),10,0
LocalListener in org::jfree::chart::junit::ScatterPlotTests (Class),3,0
PlotChangeEvent in org::jfree::chart::event (Class),2,0
PiePlot in org::jfree::chart::plot (Class),148,28
XYLine3DRendererTests in org::jfree::chart::renderer::xy::junit (Class),7,0
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTChartEditor.SWTChartEditor() (Class),1,0
DrawableLegendItem in org::jfree::chart (Class),17,4
DefaultNumberAxisEditor in org::jfree::chart::editor (Class),14,3
ShipNeedleTests in org::jfree::chart::needle::junit (Class),5,0
LineRenderer3D in org::jfree::chart::renderer::category (Class),17,3
ImageMapUtilities in org::jfree::chart::imagemap (Class),7,0
AxisPackageTests in org::jfree::chart::axis::junit (Class),4,0
XYAreaRenderer2 in org::jfree::chart::renderer::xy (Class),14,3
State in org::jfree::chart::renderer::category::CategoryStepRenderer (Class),1,0
LabelsPackageTests in org::jfree::chart::labels::junit (Class),4,0
AnnotationsPackageTests in org::jfree::chart::annotations::junit (Class),4,0
CategoryAnchor in org::jfree::chart::axis (Class),5,0
PlotRenderingInfo in org::jfree::chart::plot (Class),15,2
OutlierListCollection in org::jfree::chart::renderer (Class),9,4
CategoryAxis in org::jfree::chart::axis (Class),61,0
IntervalCategoryToolTipGeneratorTests in org::jfree::chart::labels::junit (Class),8,0
VectorXYDataset in org::jfree::data::xy (Class),3,0
TableXYDataset in org::jfree::data::xy (Class),1,0
DefaultKeyedValuesDataset in org::jfree::data::general (Class),2,1
LineNeedleTests in org::jfree::chart::needle::junit (Class),5,0
AxisChangeEvent in org::jfree::chart::event (Class),2,0
TimePeriodValueTests in org::jfree::data::time::junit (Class),6,0
ValueDataset in org::jfree::data::general (Class),0,0
BoxAndWhiskerCalculatorTests in org::jfree::data::statistics::junit (Class),7,0
PieSectionEntityTests in org::jfree::chart::entity::junit (Class),5,0
BaseTimelineSegmentRange in org::jfree::chart::axis::SegmentedTimeline (Class),1,0
SlidingGanttCategoryDatasetTests in org::jfree::data::gantt::junit (Class),5,0
GradientBarPainterTests in org::jfree::chart::renderer::category::junit (Class),6,0
XYBoxAnnotationTests in org::jfree::chart::annotations::junit (Class),8,0
BlockPackageTests in org::jfree::chart::block::junit (Class),4,0
DatasetChangeListener in org::jfree::data::general (Class),1,0
OverwriteDataSet in org::jfree::chart::renderer::xy::CyclicXYItemRenderer (Class),14,0
SWTMultipleAxisDemo1 in org::jfree::experimental::chart::swt::demo (Class),4,0
TextTitleTests in org::jfree::chart::title::junit (Class),6,0
AbstractPieItemLabelGenerator in org::jfree::chart::labels (Class),10,2
PeriodAxisTests in org::jfree::chart::axis::junit (Class),11,0
XYCoordinateType in org::jfree::chart::util (Class),5,0
SlidingCategoryDatasetTests in org::jfree::data::category::junit (Class),11,0
MarkerAxisBandTests in org::jfree::chart::axis::junit (Class),5,0
CombinedDomainCategoryPlot in org::jfree::chart::plot (Class),25,1
DefaultColorBarEditor in org::jfree::chart::editor (Class),6,0
Overlay in org::jfree::chart::panel (Class),3,0
HeatMapDataset in org::jfree::data::general (Class),10,2
StandardChartTheme in org::jfree::chart (Class),96,4
MarkerAxisBand in org::jfree::chart::axis (Class),8,0
StandardCategorySeriesLabelGenerator in org::jfree::chart::labels (Class),8,1
StackedXYAreaRendererState in org::jfree::chart::renderer::xy::StackedXYAreaRenderer (Class),8,4
ContourDataset in org::jfree::data::contour (Class),9,0
SymbolAxisTests in org::jfree::chart::axis::junit (Class),5,0
Quarter in org::jfree::data::time (Class),23,4
KeyedObjects2D in org::jfree::data (Class),23,7
DynamicDriveToolTipTagFragmentGeneratorTests in org::jfree::chart::imagemap::junit (Class),3,0
DateTitleTests in org::jfree::chart::title::junit (Class),6,0
ExtendedCategoryAxis in org::jfree::chart::axis (Class),12,0
MarkerTests in org::jfree::chart::plot::junit (Class),18,0
IntervalXYZDataset in org::jfree::data::xy (Class),6,0
BlockParams in org::jfree::chart::block (Class),7,0
CycleBoundTick in org::jfree::chart::axis::CyclicNumberAxis (Class),2,0
XisSymbolic in org::jfree::data::xy (Class),3,0
XYAnnotation in org::jfree::chart::annotations (Class),1,0
XYCrosshairState in org::jfree::chart::plot (Class),1,0
SeriesException in org::jfree::data::general (Class),2,0
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTOtherEditor.SWTOtherEditor() (Class),1,0
TextTitle in org::jfree::chart::title (Class),40,1
XYIntervalDataItemTests in org::jfree::data::xy::junit (Class),7,0
DialBackgroundTests in org::jfree::chart::plot::dial::junit (Class),6,0
